source,target
Jo Jet i Maria Ribot,rock catala
La Ludwig Band,indie catala
La Ludwig Band,rock catala
Anna Andreu,indie catala
Socunbohemio,indie catala
El Petit De Cal Eril,cantautor catala
El Petit De Cal Eril,indie catala
El Petit De Cal Eril,rock catala
Ariox,indie catala
Ariox,musica catalana
Sanjosex,cantautor
Sanjosex,indie catala
Sanjosex,rock catala
Roger Mas,cantautor
Roger Mas,cantautor catala
Roger Mas,indie catala
Roger Mas,nova canco
Roger Mas,rock catala
Quimi Portet,cantautor catala
Quimi Portet,indie catala
Quimi Portet,rock catala
Da Souza,indie catala
Da Souza,musica mallorquina
Da Souza,rock catala
El Petit De Cal Eril,cantautor catala
El Petit De Cal Eril,indie catala
El Petit De Cal Eril,rock catala
Antònia Font,indie catala
Antònia Font,musica mallorquina
Antònia Font,rock catala
Mazoni,indie catala
Mazoni,rock catala
Mishima,indie catala
Mishima,rock catala
Adrià Puntí,cantautor catala
Adrià Puntí,indie catala
Adrià Puntí,rock catala
La iaia,indie catala
La iaia,rock catala
Maria Jaume,indie catala
Maria Jaume,rock catala
Joan Colomo,cantautor catala
Joan Colomo,indie catala
Joan Colomo,rock catala
Pau Riba,indie catala
Pau Riba,nova canco
Pau Riba,rock catala
Miquel Serra,indie catala
Miquel Serra,musica mallorquina
Ferran Palau,cantautor catala
Ferran Palau,indie catala
Ferran Palau,rock catala
Pau Vallvé,cantautor catala
Pau Vallvé,indie catala
Pau Vallvé,rock catala
Anna Roig i L’ombre de ton chien,indie catala
Anna Roig i L’ombre de ton chien,rock catala
Renaldo & Clara,indie catala
Renaldo & Clara,rock catala
Ovidi Montllor,cantautor
Ovidi Montllor,cantautor catala
Ovidi Montllor,musica valenciana
Ovidi Montllor,nova canco
Ovidi Montllor,rock catala
Xarim Aresté,indie catala
Xarim Aresté,rock catala
El Petit De Cal Eril,cantautor catala
El Petit De Cal Eril,indie catala
El Petit De Cal Eril,rock catala
Da Souza,indie catala
Da Souza,musica mallorquina
Da Souza,rock catala
Pau Vallvé,cantautor catala
Pau Vallvé,indie catala
Pau Vallvé,rock catala
Renaldo & Clara,indie catala
Renaldo & Clara,rock catala
Maria Jaume,indie catala
Maria Jaume,rock catala
Joan Miquel Oliver,cantautor
Joan Miquel Oliver,cantautor catala
Joan Miquel Oliver,indie catala
Joan Miquel Oliver,musica mallorquina
Joan Miquel Oliver,rock catala
Anna Andreu,indie catala
Marialluïsa,indie catala
Jo Jet i Maria Ribot,indie catala
Jo Jet i Maria Ribot,rock catala
Xarim Aresté,indie catala
Xarim Aresté,rock catala
Socunbohemio,indie catala
Joan Colomo,cantautor catala
Joan Colomo,indie catala
Joan Colomo,rock catala
Nico Roig,indie catala
La iaia,indie catala
La iaia,rock catala
Germà Aire,indie catala
Núria Graham,indie catala
Miquel Serra,indie catala
Miquel Serra,musica mallorquina
Mishima,indie catala
Mishima,rock catala
Sanjosex,cantautor
Sanjosex,indie catala
Sanjosex,rock catala
Ariox,indie catala
Ariox,musica catalana
Ferran Palau,cantautor catala
Ferran Palau,indie catala
Ferran Palau,rock catala
Sanjosex,cantautor
Sanjosex,indie catala
Sanjosex,rock catala
Joan Miquel Oliver,cantautor
Joan Miquel Oliver,cantautor catala
Joan Miquel Oliver,indie catala
Joan Miquel Oliver,musica mallorquina
Joan Miquel Oliver,rock catala
Joan Colomo,cantautor catala
Joan Colomo,indie catala
Joan Colomo,rock catala
Mazoni,indie catala
Mazoni,rock catala
La iaia,indie catala
La iaia,rock catala
Da Souza,indie catala
Da Souza,musica mallorquina
Da Souza,rock catala
Mishima,indie catala
Mishima,rock catala
Pau Vallvé,cantautor catala
Pau Vallvé,indie catala
Pau Vallvé,rock catala
Renaldo & Clara,indie catala
Renaldo & Clara,rock catala
Roger Mas,cantautor
Roger Mas,cantautor catala
Roger Mas,indie catala
Roger Mas,nova canco
Roger Mas,rock catala
Xarim Aresté,indie catala
Xarim Aresté,rock catala
Quimi Portet,cantautor catala
Quimi Portet,indie catala
Quimi Portet,rock catala
Inspira,indie catala
Inspira,rock catala
Inspira,spanish indie folk
Adrià Puntí,cantautor catala
Adrià Puntí,indie catala
Adrià Puntí,rock catala
Marialluïsa,indie catala
Maria Jaume,indie catala
Maria Jaume,rock catala
Antònia Font,indie catala
Antònia Font,musica mallorquina
Antònia Font,rock catala
Anna Roig i L’ombre de ton chien,indie catala
Anna Roig i L’ombre de ton chien,rock catala
Núria Graham,indie catala
Sanjosex,cantautor
Sanjosex,indie catala
Sanjosex,rock catala
La iaia,indie catala
La iaia,rock catala
Mazoni,indie catala
Mazoni,rock catala
Joan Miquel Oliver,cantautor
Joan Miquel Oliver,cantautor catala
Joan Miquel Oliver,indie catala
Joan Miquel Oliver,musica mallorquina
Joan Miquel Oliver,rock catala
Antònia Font,indie catala
Antònia Font,musica mallorquina
Antònia Font,rock catala
Roger Mas,cantautor
Roger Mas,cantautor catala
Roger Mas,indie catala
Roger Mas,nova canco
Roger Mas,rock catala
El Petit De Cal Eril,cantautor catala
El Petit De Cal Eril,indie catala
El Petit De Cal Eril,rock catala
Quimi Portet,cantautor catala
Quimi Portet,indie catala
Quimi Portet,rock catala
Joan Colomo,cantautor catala
Joan Colomo,indie catala
Joan Colomo,rock catala
Adrià Puntí,cantautor catala
Adrià Puntí,indie catala
Adrià Puntí,rock catala
Els Amics De Les Arts,indie catala
Els Amics De Les Arts,musica catalana
Els Amics De Les Arts,rock catala
Els Amics De Les Arts,spanish folk
Pau Vallvé,cantautor catala
Pau Vallvé,indie catala
Pau Vallvé,rock catala
Manel,indie catala
Manel,rock catala
Manel,spanish folk
Anna Roig i L’ombre de ton chien,indie catala
Anna Roig i L’ombre de ton chien,rock catala
Inspira,indie catala
Inspira,rock catala
Inspira,spanish indie folk
Ferran Palau,cantautor catala
Ferran Palau,indie catala
Ferran Palau,rock catala
Els Pets,indie catala
Els Pets,rock catala
La Ludwig Band,indie catala
La Ludwig Band,rock catala
Quart Primera,cantautor catala
Quart Primera,indie catala
Quart Primera,rock catala
Gossos,rock catala
Lori Meyers,granada indie
Lori Meyers,spanish indie pop
Niños Mutantes,granada indie
Niños Mutantes,musica para ninos
Niños Mutantes,spanish indie pop
Niños Mutantes,spanish modern rock
La Habitación Roja,indie valenciana
La Habitación Roja,spanish indie pop
La Habitación Roja,spanish modern rock
Second,murcia indie
Second,spanish indie pop
Second,spanish modern rock
Miss Caffeina,spanish indie pop
Miss Caffeina,spanish modern rock
Varry Brava,murcia indie
Varry Brava,spanish indie pop
Supersubmarina,cantautor
Supersubmarina,spanish indie pop
Supersubmarina,spanish modern rock
Ivan Ferreiro,cantautor
Ivan Ferreiro,spanish indie pop
Dorian,spanish indie pop
Dorian,spanish modern rock
Los Piratas,cantautor
Los Piratas,rock alternativo espanol
Los Piratas,spanish indie pop
Los Piratas,spanish new wave
Los Planetas,granada indie
Los Planetas,latin rock
Los Planetas,rock andaluz
Los Planetas,spanish indie pop
Los Planetas,spanish modern rock
Los Planetas,tontipop
León Benavente,spanish indie pop
Xoel López,cantautor
Xoel López,spanish indie pop
Viva Suecia,murcia indie
Viva Suecia,rock alternativo espanol
Viva Suecia,spanish indie pop
Viva Suecia,spanish modern rock
Love of Lesbian,cantautor
Love of Lesbian,spanish indie pop
Deluxe,spanish indie pop
Deluxe,spanish modern rock
ELYELLA,spanish indie pop
ELYELLA,spanish modern rock
Angel Stanich,indie cantabria
Angel Stanich,spanish indie pop
Shinova,rock alternativo espanol
Shinova,spanish indie pop
Shinova,spanish modern rock
Anni B Sweet,granada indie
Anni B Sweet,spanish indie folk
Anni B Sweet,spanish indie pop
Mazoni,indie catala
Mazoni,rock catala
Roger Mas,cantautor
Roger Mas,cantautor catala
Roger Mas,indie catala
Roger Mas,nova canco
Roger Mas,rock catala
Adrià Puntí,cantautor catala
Adrià Puntí,indie catala
Adrià Puntí,rock catala
Quimi Portet,cantautor catala
Quimi Portet,indie catala
Quimi Portet,rock catala
Joan Miquel Oliver,cantautor
Joan Miquel Oliver,cantautor catala
Joan Miquel Oliver,indie catala
Joan Miquel Oliver,musica mallorquina
Joan Miquel Oliver,rock catala
Mishima,indie catala
Mishima,rock catala
La iaia,indie catala
La iaia,rock catala
Joan Colomo,cantautor catala
Joan Colomo,indie catala
Joan Colomo,rock catala
El Petit De Cal Eril,cantautor catala
El Petit De Cal Eril,indie catala
El Petit De Cal Eril,rock catala
Anna Roig i L’ombre de ton chien,indie catala
Anna Roig i L’ombre de ton chien,rock catala
Inspira,indie catala
Inspira,rock catala
Inspira,spanish indie folk
Estúpida Erikah,cantautor catala
Estúpida Erikah,indie catala
Estúpida Erikah,rock catala
Xarim Aresté,indie catala
Xarim Aresté,rock catala
Pau Riba,indie catala
Pau Riba,nova canco
Pau Riba,rock catala
Antònia Font,indie catala
Antònia Font,musica mallorquina
Antònia Font,rock catala
Quart Primera,cantautor catala
Quart Primera,indie catala
Quart Primera,rock catala
Umpah Pah,rock catala
Feliu Ventura,cantautor
Feliu Ventura,cantautor catala
Feliu Ventura,rock catala
Pau Alabajos,cantautor
Pau Alabajos,cantautor catala
Pau Alabajos,musica valenciana
Pau Alabajos,rock catala
Pau Vallvé,cantautor catala
Pau Vallvé,indie catala
Pau Vallvé,rock catala
Pantaleó,indie catala
Xarim Aresté,indie catala
Xarim Aresté,rock catala
Meritxell Gené,rock catala
Anaïs Vila,cantautor catala
Anaïs Vila,indie catala
Guillem Ramisa,cantautor catala
Guillem Ramisa,indie catala
Guillem Ramisa,rock catala
Nyandú,indie catala
Nyandú,rock catala
Ivette Nadal,cantautor
Ivette Nadal,indie catala
Ivette Nadal,rock catala
Lluís Cabot,indie catala
Lluís Cabot,musica mallorquina
Marc Parrot,cantautor catala
Marc Parrot,rock catala
Adrià Puntí,cantautor catala
Adrià Puntí,indie catala
Adrià Puntí,rock catala
Pau Riba,indie catala
Pau Riba,nova canco
Pau Riba,rock catala
Roger Mas,cantautor
Roger Mas,cantautor catala
Roger Mas,indie catala
Roger Mas,nova canco
Roger Mas,rock catala
Mazoni,indie catala
Mazoni,rock catala
Orchestra Fireluche,indie catala
Joan Masdéu,cantautor catala
Joan Masdéu,rock catala
L'Últim Indi,cantautor catala
Sanjosex,cantautor
Sanjosex,indie catala
Sanjosex,rock catala
El Petit De Cal Eril,cantautor catala
El Petit De Cal Eril,indie catala
El Petit De Cal Eril,rock catala
Da Souza,indie catala
Da Souza,musica mallorquina
Da Souza,rock catala
Pau Vallvé,cantautor catala
Pau Vallvé,indie catala
Pau Vallvé,rock catala
Renaldo & Clara,indie catala
Renaldo & Clara,rock catala
Maria Jaume,indie catala
Maria Jaume,rock catala
Joan Miquel Oliver,cantautor
Joan Miquel Oliver,cantautor catala
Joan Miquel Oliver,indie catala
Joan Miquel Oliver,musica mallorquina
Joan Miquel Oliver,rock catala
Anna Andreu,indie catala
Marialluïsa,indie catala
Jo Jet i Maria Ribot,indie catala
Jo Jet i Maria Ribot,rock catala
Xarim Aresté,indie catala
Xarim Aresté,rock catala
Socunbohemio,indie catala
Joan Colomo,cantautor catala
Joan Colomo,indie catala
Joan Colomo,rock catala
Nico Roig,indie catala
La iaia,indie catala
La iaia,rock catala
Germà Aire,indie catala
Núria Graham,indie catala
Miquel Serra,indie catala
Miquel Serra,musica mallorquina
Mishima,indie catala
Mishima,rock catala
Sanjosex,cantautor
Sanjosex,indie catala
Sanjosex,rock catala
Ariox,indie catala
Ariox,musica catalana
Sanjosex,cantautor
Sanjosex,indie catala
Sanjosex,rock catala
Roger Mas,cantautor
Roger Mas,cantautor catala
Roger Mas,indie catala
Roger Mas,nova canco
Roger Mas,rock catala
Quimi Portet,cantautor catala
Quimi Portet,indie catala
Quimi Portet,rock catala
Da Souza,indie catala
Da Souza,musica mallorquina
Da Souza,rock catala
El Petit De Cal Eril,cantautor catala
El Petit De Cal Eril,indie catala
El Petit De Cal Eril,rock catala
Antònia Font,indie catala
Antònia Font,musica mallorquina
Antònia Font,rock catala
Mazoni,indie catala
Mazoni,rock catala
Mishima,indie catala
Mishima,rock catala
Adrià Puntí,cantautor catala
Adrià Puntí,indie catala
Adrià Puntí,rock catala
La iaia,indie catala
La iaia,rock catala
Maria Jaume,indie catala
Maria Jaume,rock catala
Joan Colomo,cantautor catala
Joan Colomo,indie catala
Joan Colomo,rock catala
Pau Riba,indie catala
Pau Riba,nova canco
Pau Riba,rock catala
Miquel Serra,indie catala
Miquel Serra,musica mallorquina
Ferran Palau,cantautor catala
Ferran Palau,indie catala
Ferran Palau,rock catala
Pau Vallvé,cantautor catala
Pau Vallvé,indie catala
Pau Vallvé,rock catala
Anna Roig i L’ombre de ton chien,indie catala
Anna Roig i L’ombre de ton chien,rock catala
Renaldo & Clara,indie catala
Renaldo & Clara,rock catala
Ovidi Montllor,cantautor
Ovidi Montllor,cantautor catala
Ovidi Montllor,musica valenciana
Ovidi Montllor,nova canco
Ovidi Montllor,rock catala
Xarim Aresté,indie catala
Xarim Aresté,rock catala
Ferran Palau,cantautor catala
Ferran Palau,indie catala
Ferran Palau,rock catala
Sanjosex,cantautor
Sanjosex,indie catala
Sanjosex,rock catala
Joan Miquel Oliver,cantautor
Joan Miquel Oliver,cantautor catala
Joan Miquel Oliver,indie catala
Joan Miquel Oliver,musica mallorquina
Joan Miquel Oliver,rock catala
Joan Colomo,cantautor catala
Joan Colomo,indie catala
Joan Colomo,rock catala
Mazoni,indie catala
Mazoni,rock catala
La iaia,indie catala
La iaia,rock catala
Da Souza,indie catala
Da Souza,musica mallorquina
Da Souza,rock catala
Mishima,indie catala
Mishima,rock catala
Pau Vallvé,cantautor catala
Pau Vallvé,indie catala
Pau Vallvé,rock catala
Renaldo & Clara,indie catala
Renaldo & Clara,rock catala
Roger Mas,cantautor
Roger Mas,cantautor catala
Roger Mas,indie catala
Roger Mas,nova canco
Roger Mas,rock catala
Xarim Aresté,indie catala
Xarim Aresté,rock catala
Quimi Portet,cantautor catala
Quimi Portet,indie catala
Quimi Portet,rock catala
Inspira,indie catala
Inspira,rock catala
Inspira,spanish indie folk
Adrià Puntí,cantautor catala
Adrià Puntí,indie catala
Adrià Puntí,rock catala
Marialluïsa,indie catala
Maria Jaume,indie catala
Maria Jaume,rock catala
Antònia Font,indie catala
Antònia Font,musica mallorquina
Antònia Font,rock catala
Anna Roig i L’ombre de ton chien,indie catala
Anna Roig i L’ombre de ton chien,rock catala
Núria Graham,indie catala
Ferran Palau,cantautor catala
Ferran Palau,indie catala
Ferran Palau,rock catala
Maria Jaume,indie catala
Maria Jaume,rock catala
Socunbohemio,indie catala
El Petit De Cal Eril,cantautor catala
El Petit De Cal Eril,indie catala
El Petit De Cal Eril,rock catala
La iaia,indie catala
La iaia,rock catala
Da Souza,indie catala
Da Souza,musica mallorquina
Da Souza,rock catala
Joan Miquel Oliver,cantautor
Joan Miquel Oliver,cantautor catala
Joan Miquel Oliver,indie catala
Joan Miquel Oliver,musica mallorquina
Joan Miquel Oliver,rock catala
Jo Jet i Maria Ribot,indie catala
Jo Jet i Maria Ribot,rock catala
Joan Colomo,cantautor catala
Joan Colomo,indie catala
Joan Colomo,rock catala
La Ludwig Band,indie catala
La Ludwig Band,rock catala
Mishima,indie catala
Mishima,rock catala
Renaldo & Clara,indie catala
Renaldo & Clara,rock catala
Maria Coma,indie catala
Inspira,indie catala
Inspira,rock catala
Inspira,spanish indie folk
Ginestà,cantautor catala
Ginestà,indie catala
Ginestà,musica catalana
Ginestà,rock catala
Guillem Ramisa,cantautor catala
Guillem Ramisa,indie catala
Guillem Ramisa,rock catala
Sanjosex,cantautor
Sanjosex,indie catala
Sanjosex,rock catala
Mazoni,indie catala
Mazoni,rock catala
Guillem Gisbert,indie catala
Ven'nus,indie catala
Ven'nus,musica catalana
Massaviu,indie catala
Massaviu,musica catalana
roserona,indie catala
roserona,musica catalana
Ariox,indie catala
Ariox,musica catalana
Ven'nus,indie catala
Ven'nus,musica catalana
xicu,indie catala
xicu,musica catalana
Maria Jaume,indie catala
Maria Jaume,rock catala
miquel,indie catala
MARIA HEIN,indie catala
Iglú,indie catala
Iglú,musica catalana
Al·lèrgiques al pol·len,indie catala
Al·lèrgiques al pol·len,musica catalana
Jo Jet i Maria Ribot,indie catala
Jo Jet i Maria Ribot,rock catala
Reïna,indie catala
Lluc,trap catala
Da Souza,indie catala
Da Souza,musica mallorquina
Da Souza,rock catala
Pau Vallvé,cantautor catala
Pau Vallvé,indie catala
Pau Vallvé,rock catala
Ginestà,cantautor catala
Ginestà,indie catala
Ginestà,musica catalana
Ginestà,rock catala
La Ludwig Band,indie catala
La Ludwig Band,rock catala
Scorpio,musica catalana
Edu Esteve,musica catalana
Núria López,musica catalana
Mariona Escoda,musica catalana
El Petit De Cal Eril,cantautor catala
El Petit De Cal Eril,indie catala
El Petit De Cal Eril,rock catala
Da Souza,indie catala
Da Souza,musica mallorquina
Da Souza,rock catala
Pau Vallvé,cantautor catala
Pau Vallvé,indie catala
Pau Vallvé,rock catala
Renaldo & Clara,indie catala
Renaldo & Clara,rock catala
Maria Jaume,indie catala
Maria Jaume,rock catala
Joan Miquel Oliver,cantautor
Joan Miquel Oliver,cantautor catala
Joan Miquel Oliver,indie catala
Joan Miquel Oliver,musica mallorquina
Joan Miquel Oliver,rock catala
Anna Andreu,indie catala
Marialluïsa,indie catala
Jo Jet i Maria Ribot,indie catala
Jo Jet i Maria Ribot,rock catala
Xarim Aresté,indie catala
Xarim Aresté,rock catala
Socunbohemio,indie catala
Joan Colomo,cantautor catala
Joan Colomo,indie catala
Joan Colomo,rock catala
Nico Roig,indie catala
La iaia,indie catala
La iaia,rock catala
Germà Aire,indie catala
Núria Graham,indie catala
Miquel Serra,indie catala
Miquel Serra,musica mallorquina
Mishima,indie catala
Mishima,rock catala
Sanjosex,cantautor
Sanjosex,indie catala
Sanjosex,rock catala
Ariox,indie catala
Ariox,musica catalana
Lluís Cabot,indie catala
Lluís Cabot,musica mallorquina
Reïna,indie catala
Maria Jaume,indie catala
Maria Jaume,rock catala
Miquel Serra,indie catala
Miquel Serra,musica mallorquina
Jorra i Gomorra,indie catala
Jorra i Gomorra,musica mallorquina
Salvatge Cor,indie catala
Salvatge Cor,musica mallorquina
Marialluïsa,indie catala
Germà Aire,indie catala
Renaldo & Clara,indie catala
Renaldo & Clara,rock catala
MARIA HEIN,indie catala
Joan Miquel Oliver,cantautor
Joan Miquel Oliver,cantautor catala
Joan Miquel Oliver,indie catala
Joan Miquel Oliver,musica mallorquina
Joan Miquel Oliver,rock catala
Roger Pistola,musica mallorquina
Ferran Palau,cantautor catala
Ferran Palau,indie catala
Ferran Palau,rock catala
Jo Jet i Maria Ribot,indie catala
Jo Jet i Maria Ribot,rock catala
La Ludwig Band,indie catala
La Ludwig Band,rock catala
Anna Andreu,indie catala
Socunbohemio,indie catala
El Petit De Cal Eril,cantautor catala
El Petit De Cal Eril,indie catala
El Petit De Cal Eril,rock catala
Ariox,indie catala
Ariox,musica catalana
Ferran Palau,cantautor catala
Ferran Palau,indie catala
Ferran Palau,rock catala
Sanjosex,cantautor
Sanjosex,indie catala
Sanjosex,rock catala
Joan Miquel Oliver,cantautor
Joan Miquel Oliver,cantautor catala
Joan Miquel Oliver,indie catala
Joan Miquel Oliver,musica mallorquina
Joan Miquel Oliver,rock catala
Joan Colomo,cantautor catala
Joan Colomo,indie catala
Joan Colomo,rock catala
Mazoni,indie catala
Mazoni,rock catala
La iaia,indie catala
La iaia,rock catala
Da Souza,indie catala
Da Souza,musica mallorquina
Da Souza,rock catala
Mishima,indie catala
Mishima,rock catala
Pau Vallvé,cantautor catala
Pau Vallvé,indie catala
Pau Vallvé,rock catala
Renaldo & Clara,indie catala
Renaldo & Clara,rock catala
Roger Mas,cantautor
Roger Mas,cantautor catala
Roger Mas,indie catala
Roger Mas,nova canco
Roger Mas,rock catala
Xarim Aresté,indie catala
Xarim Aresté,rock catala
Quimi Portet,cantautor catala
Quimi Portet,indie catala
Quimi Portet,rock catala
Inspira,indie catala
Inspira,rock catala
Inspira,spanish indie folk
Adrià Puntí,cantautor catala
Adrià Puntí,indie catala
Adrià Puntí,rock catala
Marialluïsa,indie catala
Maria Jaume,indie catala
Maria Jaume,rock catala
Antònia Font,indie catala
Antònia Font,musica mallorquina
Antònia Font,rock catala
Anna Roig i L’ombre de ton chien,indie catala
Anna Roig i L’ombre de ton chien,rock catala
Núria Graham,indie catala
Ariox,indie catala
Ariox,musica catalana
xicu,indie catala
xicu,musica catalana
roserona,indie catala
roserona,musica catalana
Al·lèrgiques al pol·len,indie catala
Al·lèrgiques al pol·len,musica catalana
Iglú,indie catala
Iglú,musica catalana
Massaviu,indie catala
Massaviu,musica catalana
Lluc,trap catala
MARIA HEIN,indie catala
Socunbohemio,indie catala
Jo Jet i Maria Ribot,indie catala
Jo Jet i Maria Ribot,rock catala
Galgo Lento,indie catala
miquel,indie catala
paunezz,indie catala
Maio,musica catalana
Reïna,indie catala
Els Amics De Les Arts,indie catala
Els Amics De Les Arts,musica catalana
Els Amics De Les Arts,rock catala
Els Amics De Les Arts,spanish folk
Antònia Font,indie catala
Antònia Font,musica mallorquina
Antònia Font,rock catala
Mishima,indie catala
Mishima,rock catala
Els Pets,indie catala
Els Pets,rock catala
La iaia,indie catala
La iaia,rock catala
Guillem Gisbert,indie catala
Joan Miquel Oliver,cantautor
Joan Miquel Oliver,cantautor catala
Joan Miquel Oliver,indie catala
Joan Miquel Oliver,musica mallorquina
Joan Miquel Oliver,rock catala
Joan Dausà,cantautor catala
Joan Dausà,indie catala
Joan Dausà,rock catala
Gossos,rock catala
Blaumut,indie catala
Blaumut,rock catala
Pau Vallvé,cantautor catala
Pau Vallvé,indie catala
Pau Vallvé,rock catala
Sopa De Cabra,rock catala
Lax'n'Busto,rock catala
Sanjosex,cantautor
Sanjosex,indie catala
Sanjosex,rock catala
Els Catarres,rock catala
Ginestà,cantautor catala
Ginestà,indie catala
Ginestà,musica catalana
Ginestà,rock catala
Cesk Freixas,cantautor
Cesk Freixas,cantautor catala
Cesk Freixas,indie catala
Cesk Freixas,rock catala
El Petit De Cal Eril,cantautor catala
El Petit De Cal Eril,indie catala
El Petit De Cal Eril,rock catala
La Ludwig Band,indie catala
La Ludwig Band,rock catala
Oques Grasses,indie catala
Oques Grasses,musica catalana
Oques Grasses,reggae catala
Oques Grasses,rock catala
Sanjosex,cantautor
Sanjosex,indie catala
Sanjosex,rock catala
Roger Mas,cantautor
Roger Mas,cantautor catala
Roger Mas,indie catala
Roger Mas,nova canco
Roger Mas,rock catala
Quimi Portet,cantautor catala
Quimi Portet,indie catala
Quimi Portet,rock catala
Da Souza,indie catala
Da Souza,musica mallorquina
Da Souza,rock catala
El Petit De Cal Eril,cantautor catala
El Petit De Cal Eril,indie catala
El Petit De Cal Eril,rock catala
Antònia Font,indie catala
Antònia Font,musica mallorquina
Antònia Font,rock catala
Mazoni,indie catala
Mazoni,rock catala
Mishima,indie catala
Mishima,rock catala
Adrià Puntí,cantautor catala
Adrià Puntí,indie catala
Adrià Puntí,rock catala
La iaia,indie catala
La iaia,rock catala
Maria Jaume,indie catala
Maria Jaume,rock catala
Joan Colomo,cantautor catala
Joan Colomo,indie catala
Joan Colomo,rock catala
Pau Riba,indie catala
Pau Riba,nova canco
Pau Riba,rock catala
Miquel Serra,indie catala
Miquel Serra,musica mallorquina
Ferran Palau,cantautor catala
Ferran Palau,indie catala
Ferran Palau,rock catala
Pau Vallvé,cantautor catala
Pau Vallvé,indie catala
Pau Vallvé,rock catala
Anna Roig i L’ombre de ton chien,indie catala
Anna Roig i L’ombre de ton chien,rock catala
Renaldo & Clara,indie catala
Renaldo & Clara,rock catala
Ovidi Montllor,cantautor
Ovidi Montllor,cantautor catala
Ovidi Montllor,musica valenciana
Ovidi Montllor,nova canco
Ovidi Montllor,rock catala
Xarim Aresté,indie catala
Xarim Aresté,rock catala
Ferran Palau,cantautor catala
Ferran Palau,indie catala
Ferran Palau,rock catala
El Petit De Cal Eril,cantautor catala
El Petit De Cal Eril,indie catala
El Petit De Cal Eril,rock catala
Maria Jaume,indie catala
Maria Jaume,rock catala
Joana Serrat,spanish folk rock
Joana Serrat,spanish modern rock
Renaldo & Clara,indie catala
Renaldo & Clara,rock catala
Da Souza,indie catala
Da Souza,musica mallorquina
Da Souza,rock catala
Pau Vallvé,cantautor catala
Pau Vallvé,indie catala
Pau Vallvé,rock catala
Anna Andreu,indie catala
Mazoni,indie catala
Mazoni,rock catala
Xarim Aresté,indie catala
Xarim Aresté,rock catala
Joan Miquel Oliver,cantautor
Joan Miquel Oliver,cantautor catala
Joan Miquel Oliver,indie catala
Joan Miquel Oliver,musica mallorquina
Joan Miquel Oliver,rock catala
Paula Valls,indie catala
Judit Neddermann,cantautor catala
Judit Neddermann,indie catala
Joan Colomo,cantautor catala
Joan Colomo,indie catala
Joan Colomo,rock catala
Germà Aire,indie catala
Clara Peya,cantautor catala
Clara Peya,indie catala
La iaia,indie catala
La iaia,rock catala
Pavvla,indie catala
Pavvla,spanish indie folk
Maria Arnal,cantautor
Maria Arnal,indie catala
Maria Arnal,spanish indie pop
Marialluïsa,indie catala
Sangtraït,punk catala
Sangtraït,rock catala
Gossos,rock catala
Lax'n'Busto,rock catala
Sopa De Cabra,rock catala
Gerard Quintana,cantautor catala
Gerard Quintana,musica pitiusa
Gerard Quintana,rock catala
Els Pets,indie catala
Els Pets,rock catala
Whiskyn's,rock catala
Ja T'ho Dire,musica menorquina
Ja T'ho Dire,rock catala
Brams,rock catala
Brams,ska catala
Pep Sala,rock catala
Glaucs,rock catala
Companyia Elèctrica Dharma,nova canco
Companyia Elèctrica Dharma,rock catala
Tomeu Penya,musica mallorquina
Tomeu Penya,rock catala
Cesk Freixas,cantautor
Cesk Freixas,cantautor catala
Cesk Freixas,indie catala
Cesk Freixas,rock catala
Blaumut,indie catala
Blaumut,rock catala
Gertrudis,indie catala
Gertrudis,musica catalana
Gertrudis,rock catala
Gertrudis,rumba
Gertrudis,rumba catalana
Els Amics De Les Arts,indie catala
Els Amics De Les Arts,musica catalana
Els Amics De Les Arts,rock catala
Els Amics De Les Arts,spanish folk
Els Catarres,rock catala
Dagoll Dagom,rock catala
La Trinca,rock catala
Geri,musica catalana
paunezz,indie catala
Ven'nus,indie catala
Ven'nus,musica catalana
Llars,musica catalana
Ariox,indie catala
Ariox,musica catalana
GUINEU,indie catala
Ill.,musica catalana
Neptú,musica catalana
Flora,musica catalana
Iglú,indie catala
Iglú,musica catalana
Galgo Lento,indie catala
Alicia Rey,musica catalana
Yung Rovelló,trap catala
Malson Atmosfèric,rap catala
Malson Atmosfèric,trap catala
Mama Dousha,musica catalana
Sexenni,musica catalana
Els Amics de Manel,musica catalana
Lal'Ba,musica catalana
Pol Bordas,trap catala
Yung Rovelló,trap catala
Yung Rajola,trap catala
Spxxn P,trap catala
Malson Atmosfèric,rap catala
Malson Atmosfèric,trap catala
Lluc,trap catala
Flashy Ice Cream,rap catala
Flashy Ice Cream,trap catala
Iglú,indie catala
Iglú,musica catalana
Figa Flawas,musica catalana
Scotty DK,musica catalana
Sexenni,musica catalana
Lal'Ba,musica catalana
Els Amics de Manel,musica catalana
Yung Rovelló,trap catala
Yung Rajola,trap catala
Malson Atmosfèric,rap catala
Malson Atmosfèric,trap catala
Iglú,indie catala
Iglú,musica catalana
Lluc,trap catala
Flashy Ice Cream,rap catala
Flashy Ice Cream,trap catala
Figa Flawas,musica catalana
Pol Bordas,trap catala
Ven'nus,indie catala
Ven'nus,musica catalana
Triquell,musica catalana
Siderland,musica catalana
El Petit De Cal Eril,cantautor catala
El Petit De Cal Eril,indie catala
El Petit De Cal Eril,rock catala
Da Souza,indie catala
Da Souza,musica mallorquina
Da Souza,rock catala
